"track","artist","stream_on_youtube","stream_on_spotify"
"Best of Things","Xzibit","0","9110753"
"Waste Your Youth","Scooter","0","1264130"
"Gimme More","Britney Spears","0","424168867"
"Torch - 7"" Single Version","Soft Cell","0","6634040"
"Den ville sauen / Sulla meg litt","Traditional","0","254150"
"Here Comes The Sun - Remastered 2009","The Beatles","0","942898131"
"Agar Tum Saath Ho (From ""Tamasha"")","Arijit Singh","0","197893502"
"You Can Leave Your Hat On","Joe Cocker","0","56141885"
"La edad del cielo","Jorge Drexler","0","20845128"
"Courtesy Of The Red, White And Blue (The Angry American)","Toby Keith","0","144785841"
"Veteran of the Psychic Wars","Blue Öyster Cult","0","11157515"
"Pehla Nasha","Udit Narayan","0","30106188"
"Addicted","Simple Plan","0","77430092"
"Bomb Intro / Pass That Dutch","Missy Elliott","0","53313334"
"Que Me Entierren Con La Banda","Antonio Aguilar","0","30406464"
"Te Para 3 - MTV Unplugged","Soda Stereo","0","81057070"
"Animal","Def Leppard","0","57997222"
"Historia sin fin","Banda Machos","0","66463599"
"Lane Switcha (feat. A$AP Rocky, Juicy J & Project Pat)","Project Pat","0","19710513"
"Bailando De Caballito","Mi Banda El Mexicano","0","12157412"
"Winter Wonderland","Tony Bennett","0","202818249"
"I Like Dat","T-Pain","0","54502697"
"Jealous - Remix","Nick Jonas","0","454972089"
"Ooru Sanam Thoongidichu","S. Janaki","0","7857267"
"Throw Your Hands Up - Treach Version","L.V.","0","746171"
"What's Love Got to Do with It - 2015 Remaster","Tina Turner","0","359014617"
"Are You Sure Hank Done It This Way","Waylon Jennings","0","48724277"
"We Contain Multitudes — piano reworks","Yiruma","0","2784513"
"Un Año Mas","Mecano","0","36634191"
"The Wind Cries Mary","Jimi Hendrix","0","92470376"
"I Love You","Kalash","0","5228895"
"FEST?VAL","Ati242","0","11817763"
"Más Que Tu Amigo","Marco Antonio Solís","0","162730355"
"Superstitious","Europe","0","16742502"
"Títere","Los Yonic's","0","23691147"
"Wockesha (with Lil Wayne & Ashanti) - Remix","Ashanti","0","22764946"
"Open Your Eyes","Dwele","0","8873781"
"Cherry-coloured Funk","Cocteau Twins","0","75947814"
"You Be Killin Em","Fabolous","0","41565974"
"Just the Way You Are","Billy Joel","0","186034963"
"Cocaine","J.J. Cale","0","46954804"
"Toulouse Street","The Doobie Brothers","0","5095781"
"Ms. Jackson","Outkast","0","779057885"
"Prenda Querida","Los Cadetes De Linares","0","31016531"
"Entre dos tierras","Heroes Del Silencio","0","190985285"
"Hurt","Nine Inch Nails","0","79183801"
"Unskinny Bop","Poison","0","63816987"
"Un Montón de Estrellas","Gilberto Santa Rosa","0","39255044"
"New Gold (feat. Tame Impala and Bootie Brown)","Gorillaz","0","63063467"
"Soy Un Desastre","Timbiriche","0","51611106"
"Love Bites - Remastered 2017","Def Leppard","0","80490804"
"Forces of Attraction","Jóhann Jóhannsson","0","24641200"
"Roll Me Up and Smoke Me When I Die - Live","Kris Kristofferson","0","9999321"
"Deep Down (Acoustic Version) (feat. Never Dull)","Kenny Dope","0","1240137"
"Dance of the Sugar Plum Fairy","Pyotr Ilyich Tchaikovsky","0","6399904"
"Sozinho - Ao Vivo","Caetano Veloso","0","57387026"
"Lost in the Supermarket - Remastered","The Clash","0","43361433"
"The Red","Chevelle","0","191892161"
"Heaven","Dimitri Vegas & Like Mike","0","15516282"
"Weekend!","Scooter","0","33439802"
"Higher","Creed","0","169498019"
"Un Buen Perdedor","Franco De Vita","0","113622809"
"CORAZONES ROTOS","Luis Fonsi","0","5986101"
"Y Hubo Alguien","Marc Anthony","0","96858625"
"Garota De Ipanema","Antônio Carlos Jobim","0","5794250"
"Sunshine","Mos Def","0","19767666"
"Ahora Entregate","Adolescent's Orquesta","0","13249824"
"Anhelo","Adolescent's Orquesta","0","88486734"
"La Escuadra (En Que Trabaja El Muchacho)","Los Huracanes del Norte","0","36042765"
"Colombia, Mi Encanto","Carlos Vives","0","88457727"
"Todas Mueren por Mí","Cartel De Santa","0","185325707"
"Duniyaa Lofi Mix","Akhil","0","1670944"
"Hysteria","Def Leppard","0","136647711"
"I Don't Wanna Lose You","Tina Turner","0","47039402"
"The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS","CeeLo Green","0","15187964"
"A Victory of Love - 2019 Remaster","Alphaville","0","7244584"
"Crazy On You","Heart","0","122647487"
"Kill The Noise","Papa Roach","0","34341994"
"Strung Out Johnny","Iggy Pop","0","1641537"
"Wish You Were Here","Incubus","0","185451974"
"De Contrabando","Jenni Rivera","0","57078741"
"Thnks fr th Mmrs","Fall Out Boy","0","533118387"
"Satellite","Dave Matthews Band","0","41913707"
"After Midnight","Phoenix","0","5072229"
"Mascara","Deftones","0","42567093"
"Mar de gente","O Rappa","0","26908726"
"The Rain (Supa Dupa Fly)","Missy Elliott","0","45459713"
"Amor y dolor","Carlos Baute","0","102063900"
"Smoking On Purple (feat. Webbie)","Boosie Badazz","0","16307115"
"A Tout Le Monde - Remastered 2004","Megadeth","0","86950060"
"Distintos Destinos","Binomio de Oro de América","0","24976498"
"Goodnight Sweet Possums - From ""Ice Age The Meltdown""","John Powell","0","14278589"
"La Gota Fria","Carlos Vives","0","98950782"
"No Voy a Llorar","La Factoria","0","2180513"
"A Nightingale Sang In Berkeley Square","Stan Getz","0","56244719"
"Sephia","Sheila On 7","0","31219605"
"Ojitos Chiquitos","Don Omar","0","200908698"
"Back & Forth","MK","0","146143801"
"In This World","Moby","0","44120883"
"Island In The Sun","Weezer","0","553664035"
"Sex Therapy","Robin Thicke","0","25544451"
"Killing Me Softly With His Song","Wyclef Jean","0","518080621"
"The Ballad Of Curtis Loew","Lynyrd Skynyrd","0","52896902"
"Hum Tum","Alka Yagnik","0","13050825"
"Nightshift","Xavier Wulf","0","2839201"
"Minha galera","Manu Chao","0","28336271"
"The Heart Of The Matter","Don Henley","0","40197316"
"Ogum - Ao Vivo","Zeca Pagodinho","0","15081007"
"Flim","Aphex Twin","0","18524447"
"(They Long To Be) Close To You","Carpenters","0","139409141"
"The Satanic Rites of Blacula","Rob Zombie","0","3836483"
"Enna Solla Pogirai","Shankar Mahadevan","0","22375465"
"CtrlAltDelete","BONES","0","106943233"
"Carnival of the Animals, R. 125: The Swan","Camille Saint-Saëns","0","36586830"
"Ay Haiti!","Aleks Syntek","0","61921081"
"Praise You","Fatboy Slim","0","42263458"
"Llama Por Favor","Alejandra Guzman","0","54019541"
"Hits from the Bong","Cypress Hill","0","148636362"
"Temprano yo te buscaré","Marcos Witt","0","29364922"
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers","Pyotr Ilyich Tchaikovsky","0","37112679"
"O Haseena Zulfonwale Jane Jahan (From ""Teesri Manzil"")","Asha Bhosle","0","9472473"
"Silent Night","The Temptations","0","12579355"
"Neighborhood Hoe","Three 6 Mafia","0","2351844"
"Not Yet","Lisa Gerrard","0","4115973"
"Algo mejor que hacer","El Cuarteto De Nos","0","11591899"
"It's the Most Wonderful Time of the Year","Andy Williams","0","661839225"
"Malas Rachas","Los Dareyes De La Sierra","0","8384446"
"De Antes","Cultura Profética","0","26764254"
"Una Aventura","Grupo Niche","0","112105441"
"El Colmo","Babasónicos","0","29526044"
"Nanana","Kendo Kaponi","0","11187856"
"Franklin's Tower - 2013 Remaster","Grateful Dead","0","16152755"
"Thank God I'm a Country Boy","John Denver","0","90364613"
"Faint","Linkin Park","0","413355749"
"Moon Age","Duster","0","7014786"
"She's Gone","Daryl Hall & John Oates","0","81321937"
"Roopaay","M. M. Keeravani","0","3751313"
"Mary Jane's Last Dance","Tom Petty and the Heartbreakers","0","256341255"
"Incarcerated Scarfaces","Raekwon","0","10057873"
"Somebody to Love","George Michael","0","28799881"
"Anna Molly","Incubus","0","65639439"
"May It Be","Enya","0","154953806"
"I'm Not Okay (I Promise)","My Chemical Romance","0","342215301"
"How Do You Like Me Now?!","Toby Keith","0","80167028"
"Gasoline","Seether","0","29133494"
"Miracle of Love","Dave Stewart","0","38401127"
"El Tango De Roxanne - From ""Moulin Rouge"" Soundtrack","José Feliciano","0","47589327"
"OLD GENESIS - Remix","Kingpin Skinny Pimp","0","2072813"
"Shake That Monkey (feat. Lil' Jon & The EastSide Boyz)","Too $hort","0","32173968"
"Escápate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel & Almighty) - Remix","Wisin","0","188359776"
"Son of a Preacher Man","Aretha Franklin","0","77276058"
"Boogie Shoes - 2004 Remaster","KC & The Sunshine Band","0","61848910"
"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto","Franz Schubert","0","29170056"
"Extremely Loud and Incredibly Close","Alexandre Desplat","0","29909265"
"Famous Blue Raincoat","Leonard Cohen","0","56932454"
"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": 4. Allegro con fuoco","Herbert von Karajan","0","8003013"
"I Don't Wanna Run","D.O.D","0","2756270"
"Jolene","Dolly Parton","0","466519830"
"Day Of The River","Joe Hisaishi","0","7827335"
"I Will Always Love You","Dolly Parton","0","94358229"
"Leather and Lace - 2016 Remaster","Stevie Nicks","0","23706997"
"Pra Ver O Sol Brilhar (Ao Vivo)","Belo","0","11308872"
"Intocable","Aleks Syntek","0","44389133"
"It's On Again","Olivia","0","79473"
"Have I Told You Lately","Van Morrison","0","106432184"
"Solidão - Ao Vivo","Milionário & José Rico","0","14793952"
"Morning","Beck","0","43906306"
"152 - und das Geheimnis der Kelly Brüder - Teil 02","Fünf Freunde","0","39052"
"Kung Fu Fighting","CeeLo Green","0","29391068"
"Interzone - 2007 Remaster","Joy Division","0","11176133"
"Sugar, We're Goin Down","Fall Out Boy","0","628691643"
"Gymnopédie No. 1","Erik Satie","0","108602626"
"Hear You Me","Jimmy Eat World","0","91645460"
"Take Me There - From ""The Rugrats Movie"" Soundtrack","Blackstreet","0","8443052"
"Ainda É Cedo","Legião Urbana","0","46389775"
"Demon Speeding","Rob Zombie","0","17987369"
"Hungry Heart","Bruce Springsteen","0","167452018"
"Borracho Y Loco","Los Huracanes del Norte","0","17235038"
"Flying Without Wings","Westlife","0","82059007"
"Oceano","Djavan","0","33382883"
"Amphetamine","Smino","0","69802053"
"Canción Del Elegido","Silvio Rodríguez","0","25517679"
"Caos","Fabri Fibra","0","24516467"
"Maneater","Daryl Hall & John Oates","0","408636606"
"Cocaine","Eric Clapton","0","374517528"
"Bounce It (feat. Wale & Trey Songz)","Juicy J","0","94715552"
"We Are The World - Live","Joe Cocker","0","48806476"
"Una Ráfaga de Amor","Rafaga","0","33579629"
"Lateralus","TOOL","0","46899274"
"Ribs","BONES","0","9224407"
"Un loco solitario","Banda Pequeños Musical","0","30670352"
"J'dois l'oublier","Niro","0","8814769"
"It's Five O'Clock Somewhere (with Jimmy Buffett)","Alan Jackson","0","203334276"
"Armee der Tristen","Rammstein","0","44400420"
"Wait and Bleed","Slipknot","0","297647780"
"La Cancion De Los Dos","Grupo Yndio","0","1743073"
"Run to the Hills - 2015 Remaster","Iron Maiden","0","289331409"
"Yo No Soy Esa Mujer","Paulina Rubio","0","70228719"
"I Drove All Night","Roy Orbison","0","43148614"
"Round Here","Counting Crows","0","68858126"
"Chocolate","Snow Patrol","0","28444918"
"Sou Teu Fã","DENNIS","0","87684861"
"Damn Shame","Jadakiss","0","7908815"
"Vontade De Morder","Simone & Simaria","0","67000514"
"Cash In Cash Out","Pharrell Williams","0","104603335"
"Wish You Were Here","Pink Floyd","0","557368632"
"No Me Sé Rajar","Vicente Fernández","0","27222519"
"Dias De Luta, Dias De Gloria","Charlie Brown Jr.","0","136198884"
"Push The Feeling On - Mk Dub Revisited Edit","MK","0","128926439"
"Lluvia","Eddie Santiago","0","116044844"
"Pehla Nasha","Sadhana Sargam","0","30106188"
"May Be","Yiruma","0","42803265"
"You Are Everything","Diana Ross","0","32773176"
"ABC","The Jackson 5","0","336317051"
"Only Hope","Mandy Moore","0","78495521"
"Mejor Ya No","Mœnia","0","24151895"
"Coquito","Manuel Carrasco","0","5562852"
"Sweet Jane - Full Length Version; 2015 Remaster","The Velvet Underground","0","64199437"
"Zdes' khorosho ('How Fair This Spot'), Op. 21, No. 7","Sergei Rachmaninoff","0","7167861"
"Ilusiones","Diomedes Diaz","0","17194763"
"Drop It Like It's Hot","Snoop Dogg","0","466458137"
"Costumbres","Rocío Dúrcal","0","81339426"
"Sweet Dreams (Are Made Of This)","Marilyn Manson","0","293090224"
"This Christmas","Christina Aguilera","0","78958345"
"Ya Lo Sabes","Antonio Orozco","0","21491085"
"Srivalli (From ""Pushpa The Rise Part - 01"")","Javed Ali","0","79523556"
"AirplaneMode","BONES","0","117785315"
"Brush Your Teeth","Raffi","0","16115644"
"Differences","Ginuwine","0","187339982"
"You Know What I Mean","Jeff Beck","0","2334703"
"Kangen","Dewa 19","0","87878923"
"Rosanna","TOTO","0","254807488"
"Si Estuvieras Conmigo","Liberación","0","12320943"
"Feeling Good","Nina Simone","0","352306036"
"Fever","Natalie Cole","0","10960674"
"Can't Stop Lovin' You","Van Halen","0","82904711"
"All Star","Cássia Eller","0","9079654"
"And This is Just The Intro","Tory Lanez","0","48972127"
"Pimp Like Me","D12","0","14350115"
"The Night Begins To Shine","CeeLo Green","0","4113970"
"Miss Your Touch","Cassie","0","1113894"
"Riders on the Storm","The Doors","0","330157289"
"Una Mattina","Ludovico Einaudi","0","177586576"
"I'd Rather","Luther Vandross","0","36051816"
"Maps","Maroon 5","0","1151909237"
"Avril 14th","Aphex Twin","0","149358376"
"Se...","Djavan","0","110752986"
"Plug in Baby","Muse","0","123322561"
"The Business","Tiësto","0","980693352"
"Ramblin' Man","Allman Brothers Band","0","198452448"
"Vanidosa","Banda Cuisillos","0","23959284"
"Go the Distance","Michael Bolton","0","39951724"
"Vida de Cão","Rionegro & Solimões","0","11516493"
"Beautiful","Christina Aguilera","0","271955400"
"U Can Be Touched","Outlawz","0","1750226"
"Gotas De Lluvia","Grupo Niche","0","115831899"
"Murcielago","Summer Cem","0","73410031"
"Feelin' Stronger Every Day - 2002 Remaster","Chicago","0","13420817"
"Kite","ARASHI","0","20274660"
"Spending My Time","Roxette","0","122584071"
"152 - und das Geheimnis der Kelly Brüder - Teil 12","Fünf Freunde","0","38800"
"Carnival of the Animals: XIII. Le Cygne (The Swan)","Camille Saint-Saëns","0","7637954"
"Sor","Serdar Ortaç","0","24912165"
"Ay Amor - Reggaeton","Víctor Manuelle","0","16281947"
"Same Direction","Hoobastank","0","30914287"
"Ya Es Muy Tarde","La Arrolladora Banda El Limón De Rene Camacho","0","144770789"
"Sunday","The Cranberries","0","9523393"
"Teardrop","Massive Attack","0","223895918"
"Austin","Blake Shelton","0","85766032"
"Hate My Life","Theory of a Deadman","0","69381599"
"Pick It Up","Redman","0","7056434"
"Something in the Way She Moves","James Taylor","0","31811854"
"Detroit Rock City","KISS","0","191138464"
"Raabta","Pritam","0","74341580"
"Godzilla","Blue Öyster Cult","0","65146250"
"Me Gusta Estar Contigo","Sergio Vega ""El Shaka""","0","25302700"
"Huwag Mo Nang Itanong","Eraserheads","0","20083905"
"Since U Been Gone","Kelly Clarkson","0","528339713"
"Make A Movie","Twista","0","16197474"
"Whatever You Like","T.I.","0","403614767"
"Nessaja","Scooter","0","65887023"
"I'm Like A Bird","Nelly Furtado","0","246315676"
"Cocky","Kid Rock","0","26837334"
"Canta Corazón","Alejandro Fernández","0","125372275"
"Blue (Da Ba Dee) X ADT RMX - X ADT extended rmx","Eiffel 65","0","2912990"
"Playero Street Mix 2 Radio Version","Playero","0","1299227"
"Lonely People","America","0","26268353"
"Say Hello, Wave Goodbye - 7"" Single Version","Soft Cell","0","19257475"
"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.1 in C major BWV846","Daniel Barenboim","0","6811679"
"Natural Light","Ludovico Einaudi","0","31987794"
"Bend Ova (feat. Tyga)","Lil Jon","0","57672736"
"Love Will Keep Us Alive","Eagles","0","49573670"
"Si Me Dices Que Sí","Camilo","0","290126900"
"What About Your Friends","TLC","0","29762753"
"Lost Without U","Robin Thicke","0","100176534"
"Las Costuras Del Alma","El Barrio","0","25388580"
"DARE","Gorillaz","0","323850327"
"Satisfaction - Isak Original Extended","Benny Benassi","0","131414960"
"Vaa Vennila Unnaithane","S. Janaki","0","6148824"
"Yesterday When I Was Young","Charles Aznavour","0","14137431"
"Candy","Mandy Moore","0","25343174"
"Butter - Megan Thee Stallion Remix","Megan Thee Stallion","0","142879412"
"Viva los tioz","Böhse Onkelz","0","12883125"
"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil","A.R. Rahman","0","33410129"
"Tu Infame Engaño","Los Temerarios","0","51462057"
"Cracker Island (feat. Thundercat)","Gorillaz","0","42671901"
"Wasted (feat. Kodak Black & Koe Wetzel)","Diplo","0","4496247"
"This and That","Curren$y","0","14006460"
"Iris","The Goo Goo Dolls","0","1130582793"
"Spanish Harlem","Ben E. King","0","18866293"
"I Won't Let Go","Rascal Flatts","0","43794486"
"Dead Skin Mask","Slayer","0","24580267"
"Human Fly","The Cramps","0","28043008"
"It Ain't Over 'Til It's Over","Lenny Kravitz","0","181759380"
"Me Encantaría","Belinda","0","3174503"
"Let The Bass Kick In Miami Girl - The Only Way Is Essex Mix","LMFAO","0","15092931"
"Photograph","Def Leppard","0","84018048"
"Bring Me Your Cup - Edit","UB40","0","17772275"
"Kiss Me","Cassie","0","5232479"
"LOW","Oliver Heldens","0","7711175"
"Monkey Gone to Heaven","Pixies","0","64625323"
"The Rockafeller Skank","Fatboy Slim","0","92809525"
"Para Aute: Pasaba por Aquí (feat. Abel Pintos, Carlos Rivera, Dani Martin, Estopa, Ismael Serrano, Jorge Drexler, Pedro Guerra, Silvio Rodríguez, Vanesa Martin & Xoel López)","Joaquín Sabina","0","8868784"
"Untitled","Interpol","0","18537103"
"Coming Back Around","John Powell","0","10168465"
"My Own Summer (Shove It)","Deftones","0","176388309"
"Ghungroo (From ""War"")","Vishal-Shekhar","0","145835348"
"Samba Pa Ti","Santana","0","78507272"
"Lil Bit (feat. Florida Georgia Line)","Nelly","0","188984717"
"Put Your Hands Where My Eyes Could See","Busta Rhymes","0","74368355"
"Kiss","Prince","0","320875067"
"Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998","Dean Martin","0","85407703"
"American Psycho","D12","0","9512882"
"Veesum Kaatrukku","Harini","0","3999190"
"Run This Town","JAY-Z","0","296375103"
"Here We Come a-Caroling / We Wish You a Merry Christmas","Perry Como","0","71187193"
"Don't Let Go","Sarah McLachlan","0","6948833"
"So Amazing","Luther Vandross","0","25496752"
"Malchik Gay","t.A.T.u.","0","7965961"
"The Right Thing to Do","Carly Simon","0","4852856"
"To Love Somebody","Bee Gees","0","120135869"
"I Will Survive - 1981 Re-recording","Gloria Gaynor","0","119771464"
"Ocean Binaural","Ocean Sounds","0","3766217"
"Line It Up (feat. LP)","LP","0","3150857"
"I Like The Sound Of That","Rascal Flatts","0","189971088"
"As","Mary J. Blige","0","61676939"
"One Summer Day","Joe Hisaishi","0","39191050"
"Rainy Day","Ice Nine Kills","0","17080266"
"(I Can't Help) Falling In Love With You","UB40","0","180935269"
"Mujeres","Ricardo Arjona","0","136529171"
"Moonshadow - Remastered 2021","Yusuf / Cat Stevens","0","61832277"
"Happy Xmas (War Is Over)","Céline Dion","0","122395141"
"I Need You","Faith Hill","0","35456507"
"Campana Sobre Campana","Yuri","0","13062367"
"Let's Stay Together - 2015 Remaster","Tina Turner","0","37860058"
"Paranoid","Megadeth","0","20809167"
"Frou-frou Foxes in Midsummer Fires","Cocteau Twins","0","8163600"
"Rockin' Around The Christmas Tree","Darlene Love","0","1301443"
"La casa por el tejado","Fito y Fitipaldis","0","65078379"
"Old Man","RZA","0","2345302"
"Fondo Profundo","Vilma Palma e Vampiros","0","24322645"
"Solitary Man","Chris Isaak","0","2431314"
"The World Is Yours","Nas","0","122881175"
"The Sound of Silence - Acoustic Version","Simon & Garfunkel","0","455836086"
"(Just Like) Starting Over - Remastered 2010","John Lennon","0","49708785"
"Sinônimos / Pense Em Mim / É o Amor","Leonardo","0","24425226"
"Cita en el Quirófano","PXNDX","0","38540625"
"Crawling In The Dark - Acoustic Version/ Non-Album Bonus Track","Hoobastank","0","5240609"
"Empire State Of Mind","JAY-Z","0","678424384"
"Dream 1 (before the wind blows it all away) - Pt. 4","Max Richter","0","8749515"
"Me Enamoré","DJ Nelson","0","89200492"
"I Want It All (feat. Mack 10)","Warren G","0","11523965"
"The Boys Are Back In Town","Thin Lizzy","0","341043897"
"Devathaiya Kandein (From ""Kadhal Kondaen"")","Harish Raghavendra","0","12510392"
"Merke Merke ( From"" Kanda Naal Mudhalai"")","Sadhana Sargam","0","13190994"
"CRY FOR ME","TWICE","0","148812353"
"Lost Without Your Love","Bread","0","30351766"
"Soñé","Zoé","0","51941254"
"Anbe En Anbe","Harris Jayaraj","0","10990515"
"Burn It to the Ground","Nickelback","0","289709186"
"Celebration - Single Version","Kool & The Gang","0","135213698"
"Big League (Yo Gotti, Moneybagg Yo feat. Mozzy, Lil Poppa)","Yo Gotti","0","9107179"
"90 Proof (with J. Cole)","Smino","0","20640238"
"Deceiver","Chris Lake","0","31463175"
"Baby Did A Bad Bad Thing","Chris Isaak","0","32537942"
"A Te","Jovanotti","0","56809379"
"Shut Up!","Simple Plan","0","36649084"
"Monkey Wrench","Foo Fighters","0","175431641"
"Our God","Chris Tomlin","0","98944890"
"Breath","Breaking Benjamin","0","148187534"
"Don't Rain On My Parade","Barbra Streisand","0","28521750"
"Vida Cigana / Maravilha / Jeito Felino - Ao Vivo","Raça Negra","0","258592"
"Evenstar","Howard Shore","0","31225994"
"Not Gonna Die","Skillet","0","128667584"
"Me haces bien","Jorge Drexler","0","59752837"
"Amores Como el Nuestro","Rafaga","0","13223759"
"The Girl From Ipanema - Single Version","Stan Getz","0","23420301"
"Crazy Love - 2013 Remaster","Van Morrison","0","130259092"
"A Carta - Ao Vivo","Milionário & José Rico","0","24918426"
"Wheels On The Bus","Raffi","0","30530260"
"¿Quieres Ser Mi Amante?","Camilo Sesto","0","98016462"
"Bin Tere","Shafqat Amanat Ali","0","26327339"
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto","Daniel Barenboim","0","14996324"
"The Rock Show","blink-182","0","179613789"
"The Christmas Song (Chestnuts Roasting On an Open Fire)","Andy Williams","0","18549494"
"Kapitel 16: Das große Gewitter (Folge 153)","Benjamin Blümchen","0","68751"
"Fourth of July","Sufjan Stevens","0","193705968"
"Ek Din Aap (From ""Yes Boss"")","Alka Yagnik","0","24127664"
"Higher Love","Whitney Houston","0","773933173"
"Iris","Ronan Keating","0","9838618"
"Todo Mi Amor","Paulina Rubio","0","17889798"
"The Only Living Boy in New York","Simon & Garfunkel","0","96464025"
"All I Ever Wanted","Mase","0","34207902"
"You Don't Know How It Feels","Tom Petty","0","109161226"
"La bohème","Charles Aznavour","0","83529310"
"Niña De Mis Amores","Los Amables Del Norte","0","92616"
"The Root of All (feat. Slick Rick & Lil Wayne)","DJ Premier","0","1421644"
"Night Running","Beck","0","39900861"
"Wheel in the Sky","Journey","0","99675015"
"Soldadito marinero","Fito y Fitipaldis","0","124251753"
"Last Christmas","Wham!","0","1138490572"
"Delirious (Boneless) (feat. Kid Ink)","Chris Lake","0","124264403"
"Voodoo People","The Prodigy","0","25125729"
"Santa Claus Is Coming To Town","Burl Ives","0","2650330"
"Pérola Negra (feat. Luiz Melodia) - Ao Vivo","Natiruts","0","31806802"
"Pica","Elvis Crespo","0","16024902"
"Never Gonna Not Dance Again","P!nk","0","34361626"
"The House Is Rockin'","Stevie Ray Vaughan","0","21514931"
"Jake's first flight","James Horner","0","10883580"
"Baja la Tensio?n","Cultura Profética","0","49694121"
"Call Me","Blondie","0","330434580"
"All I Really Want - 2015 Remaster","Alanis Morissette","0","27216754"
"There Must Be an Angel (Playing With My Heart)","Eurythmics","0","63464225"
"American Psycho II","D12","0","37689533"
"Silent Night","Darlene Love","0","1901995"
"Everlong - Acoustic Version","Foo Fighters","0","186839851"
"hole in the bottle (with Shania Twain)","Shania Twain","0","31316786"
"Hells Bells","AC/DC","0","296521772"
"If","Bread","0","95353561"
"Why","Carly Simon","0","7311421"
"Born to Run","Bruce Springsteen","0","283696926"
"Illuminate - Sub Focus & Wilkinson","Sub Focus","0","23323246"
"Across the Stars (Love Theme from ""Star Wars: Attack of the Clones"")","London Symphony Orchestra","0","49534673"
"Crash and Burn","Savage Garden","0","28149038"
"Fast Car","Tracy Chapman","0","641327301"
"Schrei nach Liebe","Die Ärzte","0","59536482"
"Old School Remix","Playero","0","251339"
"Johnny B. Goode","Chuck Berry","0","360821701"
"Albachiara - Remastered 2019","Vasco Rossi","0","48128033"
"Sunny Afternoon","The Kinks","0","137437713"
"La nena","Banda Pequeños Musical","0","23516010"
"Ramble On - 1990 Remaster","Led Zeppelin","0","261239750"
"Not Ready to Make Nice","The Chicks","0","90359956"
"Walk This Way","Aerosmith","0","392902327"
"We’ll Be Back","Megadeth","0","7873560"
"Protection","Massive Attack","0","38205484"
"Here Comes the Rain Again - Remastered Version","Eurythmics","0","93672131"
"Say I Yi Yi","Ying Yang Twins","0","33788674"
"Impossible","James Arthur","0","595409929"
"Surrender","Godsmack","0","3837142"
"Mamma Mia","ABBA","0","375576936"
"I Put a Spell on You (feat. Joss Stone)","Jeff Beck","0","20697168"
"Chilanga banda","Café Tacvba","0","26693519"
"Amores Lejanos","Los Enanitos Verdes","0","42896611"
"Rule The World - Radio Edit","Take That","0","60391490"
"Time After Time - Vocal Version","Chet Baker","0","19663270"
"Mayor Que Usted","Wisin & Yandel","0","87208105"
"2:00 AM","Arizona Zervas","0","5088130"
"El Gran Varón","Willie Colón","0","114764427"
"Sodio","Danna Paola","0","125653412"
"The Choice","Gustavo Santaolalla","0","44833008"
"Requiem in D Minor, K. 626: Sequence: VI. Lacrimosa dies illa","Wolfgang Amadeus Mozart","0","33746142"
"Me Olvide De Vivir","Julio Iglesias","0","72083851"
"ATLiens","Outkast","0","124742886"
"Holiday / Boulevard of Broken Dreams","Green Day","0","352299012"
"Este Corazón","Anahí","0","69778344"
"Cover Me In Sunshine","P!nk","0","346097538"
"Day One (Interstellar Theme)","Hans Zimmer","0","99255767"
"Eminence Front","The Who","0","57859274"
"Me Volví A Acordar De Ti","Los Angeles De Charly","0","133650300"
"The Departure","Lang Lang","0","11902123"
"The American Nightmare","Ice Nine Kills","0","44398856"
"Superstition - Single Version","Stevie Wonder","0","507328694"
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato","London Symphony Orchestra","0","33450044"
"You See The Trouble With Me","Barry White","0","21408022"
"En Ésta No","Sin Bandera","0","153420273"
"All Out of Love","Air Supply","0","323326464"
"No Woman, No Cry","Wyclef Jean","0","63954918"
"Lobby","Missy Elliott","0","18859435"
"My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy","0","503328600"
"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March","Sir Simon Rattle","0","16145328"
"La soledad","Laura Pausini","0","19312526"
"Adagio in E Major, K. 261","Wolfgang Amadeus Mozart","0","20028660"
"I Wonder","Kanye West","0","302891517"
"Perdón Por Tus Lágrimas","Los Yonic's","0","21330080"
"No Excuses","Alice In Chains","0","79473458"
"Ojala","Almighty","0","56049759"
"The Vengeful One","Disturbed","0","153114794"
"All Work","Curren$y","0","20050775"
"I Will Remember","TOTO","0","21546571"
"Make It with You","Bread","0","138537140"
"Over The Hills And Far Away","Nightwish","0","42363265"
"Lo Dudo","José José","0","88351137"
"Casa do Pai","Aline Barros","0","25249394"
